"",hate,"",38,"[ ""“@Tom_Earnshaw: I want Liverpool to be beaten and beaten badly."" , ""I hate everything about the club."" , ""FACup Up the reds!""]"
"",like,"",38,"[ ""pasti@jasphinehandi: RT@FIFAcom: if you would like to win the FA Cup Final today CFC LFC CFCWembley FACupFinal""]"
"",put,"",37,"[ ""“@chelseafc: A Ramires right foot shot puts us in front on 10 mins."" , ""Thanks to Mata for the assist."" , ""1 0 CFCWembley FACupFinal SL""]"
"",turn,"",37,"[ ""not before time!"" , ""Shame lpool never turned up for the first hour!"" , ""facup""]"
"",beat,"",35,"[ ""where are u watching the game?"" , ""U gotta beat this flogs FACupFinal goliverpool gobackinyourtreedrogba""]"
"",think,"",34,"[ ""what do you guys think about Andy Carolls header?"" , ""Across the line or not?"" , ""LFC CFC FAcupFinal""]"
"",hope,"",33,"[ ""well, here comes the FrAcist Cup Final."" , ""bet it's a bore draw."" , ""hope Terry and Suarez get sent off CFC LFC FACup Racists""]"
PERSON,get,"",33,"[ ""facupfinal cfc 2 1 lfc Gypo gets his goal, game on!""]"
"",lose,"",32,"[ ""plz lose that pony tail my G.u look like Jet Li in Tai Chi.FACupFinal""]"
"",red,"",32,"[ ""i cant wait to see LFC lift their 2 trophy in a year come on you reds YNWA""]"
"",be,DATE,32,"[ ""oooo."" , ""this is now interesting."" , ""A whole new side of Carroll has emerged."" , ""FACupFinal""]"
"",seem,"",31,"[ ""“@henrywinter: Many lfc fans."" , ""jeered the National Anthem."" , ""Sad."" , ""Wembley Stadium seems to be a dignity vacuum this afternoon.""]"
"",facup,"",29,"[ ""“@NickRussell700: Wasn't over what a save!"" , ""FACUP an un biased arsenal fan""]"
ORGANIZATION,win,"",29,"[ ""£20 placed on Suarez first goal scorer Liverpool to win 2 1 FACupFinal""]"
"",fuck,"",28,"[ ""“@tjflude: You'll neverrrrrr walk aloneeeeee LFC cause they're all fucking retards needacarer""]"
"",call,"",26,"[ ""“@KanavDevesher: Bring on Andy Carroll ."" , ""He will fix it for Liverpool facupfinal call me with the lottery numbers later please""]"
"",cfc,"",26,"[ ""“@simonbreakell: That looks over the line to me FACup lfc cfc clear view?""]"
PERSON,have,"",26,"[ ""thatawkwardmoment if Eva had to come on to assess Drogba's injury lol chelsea cfc""]"
"",sing,"",25,"[ ""to the girl who just sang 'abide with me' at Wembley, marry me FACup""]"
PERSON,do,"",25,"[ ""lols, Carroll has done England's Brave Rose John Terry there facup cfc lfc""]"
PERSON,score,"",24,"[ ""wtf did Andy Carroll just score?"" , ""facupfinal""]"
"",show,"",22,"[ ""which channel is showing the match?"" , ""FACup""]"
ORGANIZATION,have,"",21,"[ ""just about to type this but then Caroll scores:Liverpool have had barely any chances FaCupFinal""]"
"",facupfinal,"",19,"[ ""“@Weej25: There will be more finals, my son FACupFinal yes final game of DogLeash's career."" , ""LFC EFC""]"
"",happen,"",19,"[ ""i think would better have Mr in next FINAL game in goal!"" , ""if its ever happen."" , ""please."" , ""DontKnowWhatsWithReina""]"
"",match,"",19,"[ ""yoi bro!"" , ""tinggal 2 league matches and 1 final to play for."" , ""dontstopbelieving CFC""]"
"",miss,"",19,"[ ""we'll surely miss Ramires in CL final""]"
"",lift,"",18,"[ ""i fucking hate those plastic cunts, can't stand to see them lift the trophy lfc""]"
"",wear,"",18,"[ ""i know hes Liverpool manager but you would think on fa cup final day king kenny would have wore a suit instead of a tracksuit facupfinal""]"
"",be,PERSON,18,"[ ""really happy for RDM."" , ""Think it's hilarious how lfc fans use Hodgson as a scapegoat."" , ""Kenny is obviously past it""]"
PERSON,go,"",18,"[ ""“@Bethany_LFC: LFC banners going to Wembley."" , ""Some crackers in there!"" , ""drogba goes down more than Terry's mum hahahah""]"
PERSON,make,"",18,"[ ""with that goal Drogba has made history as the first player to score in 4 different FA Cup Final matches."" , ""FACUP""]"
"","be flying","",17,"[ ""keep the blue flag flying high!""]"
"",build,"",17,"[ ""looking well on facup build up fair play to him."" , ""Great Recovery hero""]"
"",liverpool,"",17,"[ ""“@khayadlanga: :'D You win some, you liverpool some!"" , ""facupfinal""]"
"",win,DATE,17,"[ ""hopefully will win today!""]"
PERSON,come,"",17,"[ ""nah."" , ""not tonight."" , ""CFC Any1 remember how Chelsea came back from 2 goals down against Barca?""]"
"",fa,"",16,"[ ""winners fa cup 2012 wow."" , ""Congratulations""]"
DATE,be,"",16,"[ ""“@ChelseaUnite THE WINNER of FACup 2012 is CHELSEA FC!"" , ""WEMBLEY is BLUE!"" , ""TODAY is a BLUE DAY!"" , ""Proud of you, guys!"" , ""CU""]"
PERSON,play,"",16,"[ ""with Suarez and Terry playing there is only going to be one winner racism CFC LFC FACupFinal""]"
"",leave,"",15,"[ ""only liverpool fans left LFC FACupFinal bex115's photo""]"
"",please,"",15,"[ ""trackies whilst it might be acceptable in some parts to turn up to occasions in sportswear please dalglish not when manager at an FAcup""]"
"",try,"",15,"[ ""“@MrMydan: This is shit from LFC."" , ""We need 6 new 1st team players.,, just 6 errrrrr try saying a whole new team loooooooool""]"
"",use,"",15,"[ ""which formation are they using""]"
ORGANIZATION,need,"",15,"[ ""never thought is I'd say this but Liverpool need Carroll for his strength and height!"" , ""FACup facupfinal""]"
"",care,"",14,"[ ""the good luck didn't help we lost 2 1."" , ""But who cares on to monday for a 3 0 wrexham win."" , ""believe wembley""]"
"",enjoy,"",14,"[ ""lol enjoy the trophy presentation FACupFinal CFC""]"
"",live,"",14,"[ ""queen live at Wembley 86""]"
"",mean,"",14,"[ ""big thankyou to the team today for your efforts I mean Carroll and Gerrard""]"
"",run,"",14,"[ ""andy carroll."" , ""dont run away celebrating, make sure its in the back of the net."" , ""schoolboyerror facup""]"
"",throw,"",14,"[ ""What celebrations!"" , ""The Chelsea players are throwing Robbie Di Matteo high in the air."" , ""And cont""]"
ORGANIZATION,lose,"",14,"[ ""“@thefadotcom: CFC have only lost one of their last 33 FA Cup matches excluding penalty shootout defeats."" , ""FACupFinal""]"
"",back,"",13,"[ ""win Cup."" , ""Di Matteo jumping up and down in delight."" , ""RDM's given cfc back their pride, shape and .""]"
"",change,"",13,"[ ""one of two trophies in the bag there."" , ""Road to Change that to In Munichnext."" , ""Not many gunning for two!CFC.""]"
"",jeer,"",13,"[ ""“@henrywinter: cfc fans sang the National Anthem."" , ""Many lfc fans didn't, even jeering it."" , ""They jeered the National Anthem."" , ""Sad.""]"
ORGANIZATION,get,"",13,"[ ""Would be interesting to see how Chelsea would react if Liverpool got it back to 2 2 FACupFinal""]"
PERSON,start,"",13,"[ ""You know you have a shit squad when Kalou starts a cup final cfc""]"
"","be going","",12,"[ ""let's get this game going secondhalf FACup""]"
"","be looking","",12,"[ ""lfc looking for 42nd major trophy to extend their record for an English club."" , ""cfc in search of 17th."" , ""TABLE: htt .""]"
"",end,"",12,"[ ""Wake me up when the misery ends."" , ""LFC""]"
"",finish,"",12,"[ ""Well done LFC you finish the season with a Carling Cup and a mid table finish."" , ""Not worth 120 million""]"
"",follow,"",12,"[ ""hahaha keep getting liverpool fan groups and stuff follow me woo!"" , ""lfc""]"
"",hear,"",12,"[ ""“@OCRadio: Classic FACup commentary 'Drogba, Graham Norton got inside of him last night' haha thought I was hearing things""]"
"",hold,"",12,"[ ""yeah, they're not a great team but they've held Chelsea off quite well."" , ""Hope the 2nd half's a bit more exciting FACupFinal""]"
"",stop,"",12,"[ ""bro can u c wat champions r made off.ur club is filled wit losers who play fancy football so stop hating cfc lolzzzzzzzz""]"
"",v,ORGANIZATION,12,"[ ""ynwa FA Cup final team v Chelsea."" , ""Reina, Johnson, Agger, Skrtel, Enrique, Gerrard, Spearing, Henderson, Downing, Bellamy, Suarez.""]"
ORGANIZATION,do,"",12,"[ ""Scummy Liverpool well done Chelsea!"" , ""FAcupFinal""]"
PERSON,look,"",12,"[ ""The result of some pub based crowd sourcing is that Dirk Kuyt looks like a cross between a young Hercules and Sloth from The Goonies."" , ""FACup""]"
PERSON,take,"",12,"[ ""“@espn BLUE SURVIVAL AT WEMBLEY!"" , ""Chelsea took down Liverpool to win the FACupFinal""]"
"",boo,"",11,"[ ""why are they booing the national anthem?"" , ""facupfinal""]"
"",kill,"",11,"[ ""yeah, here in Singapore and the nerves are killing me!"" , ""C'mon Liverpool!"" , ""LFC FACupFinal""]"
"",sit,"",11,"[ ""“@planetgolfrview: Just got to the ground great banner, scouse power LFC YNWA where u sat fool?""]"
"",v,"",11,"[ ""lfc 0 cfc 1 ht."" , ""Chelsea untroubled."" , ""Ramires/Ivanovic v good."" , ""Liverpool too deep."" , ""Suarez isolated."" , ""Henderson Spearing Downing Enrique poor""]"
"",do,PERSON,11,"[ ""YES!"" , ""Well done Chelsea!"" , ""FACup CFC""]"
PERSON,fail,"",11,"[ ""“@ChelseaStats: Love this Di Matteo in less than 4 months, Arsene Wenger failed to do in 7 years."" , ""A trophy."" , ""CFC banter""]"
"",ask,"",10,"[ ""what more can ask 4rm u?"" , ""FEELING: happy""]"
"",become,"",10,"[ ""when did enrique become so terrible?"" , ""facupfinal""]"
"",believe,"",10,"[ ""YNWA believe LFC facup""]"
"",pass,"",10,"[ ""looks like its too big a game for some of the players mate, it's just passed them by!facup""]"
"",strike,"",10,"[ ""facupfinal Russian linesman's ghost strikes again."" , ""carrollscoredagain""]"
"",whistle,"",10,"[ ""Why is the National Anthem being whistled at by fans?"" , ""disgraceful facup""]"
"",work,"",10,"[ ""well played chelsea."" , ""u didnt play well enough."" , ""but good try."" , ""carroll is awesome."" , ""he works hard.""]"
PERSON,become,"",10,"[ ""Why is it that when Torres finally becomes good for Chelsea, Carroll becomes good for Liverpool?"" , ""CFC LFC""]"
PERSON,put,"",10,"[ ""“Rt That D man does it again!"" , ""Frank plays him in and Didier puts us 2 up after 51 mins."" , ""YEAH!"" , ""CFCWembley FACupFinal SL""]"
PERSON,get,TIME,10,"[ ""So Graham Norton got inside Didier Drogba last night?"" , ""Missed that."" , ""FACupFinal""]"
"","be done","",9,"[ ""so proud of chelsea Well done lads!"" , ""FACupFinal""]"
"","be singing","",9,"[ ""facupfinal Players singing the National Anthem: Chelsea 3 Liverpool 1."" , ""Lame.""]"
"",expect,"",9,"[ ""Sort of expected more ."" , ""Boring first half."" , ""FACup""]"
"",lead,"",9,"[ ""“@thefadotcom: Steven Gerrard leads the Liverpool players up stairs to the Royal Box to collect their runner up medals FACup""]"
"",piss,"",9,"[ ""the amount of build up is pissing me off!"" , ""not liking the late start!"" , ""FACup""]"
"",prove,"",9,"[ ""well played Carroll!."" , ""u just proved 35m 50m =P LFC CFC""]"
"",ruin,"",9,"[ ""my mum keeps going 'the one in the pony tail just scored' and moaning about how they're ruining the grass ohdear facupfinal""]"
"",stay,"",9,"[ ""Wonder how Dalglish can stay in a job if this garbage continues?"" , ""Spearing not good enough for lcfc let alone lfc.""]"
"",stick,"",9,"[ ""Would that have been a goal if football wasn't stuck in the dark ages?"" , ""facup""]"
"",talk,"",9,"[ ""This is what I'm talking about."" , ""Come on LFC!""]"
"",wait,"",9,"[ ""yearghhh!"" , ""LFC I cant wait for FA cup final between chealsea vs liverpool""]"
PERSON,love,"",9,"[ ""Livvy with and in the Official Box."" , ""Tim is loving it haha""]"
"","be watching","",8,"[ ""“@oheredia: I'm at The Good Egg Scottsdale, AZ uhmmm hello u could had breakfast here watching FACupFinal""]"
"","be winning","",8,"[ ""The most beautiful picture is that of a team winning a trophy after months of hardwork."" , ""Look at the Chelsea team right now."" , ""FACup""]"
"",begin,"",8,"[ ""the double begins today facup""]"
"",chelsea,"",8,"[ ""half time CHELSEA 1 liverpool _|_""]"
"",congrat,"",8,"[ ""it was border line close call haha but congrats to CFC""]"
"",die,"",8,"[ ""now more than ever the entire blues nation stand united because WE are chelsea til we die!"" , ""good luck Chelsea!""]"
"",fall,"",8,"[ ""were you this retarded since birth or did something fell on your head""]"
"",guess,"",8,"[ ""they've got to stay in the game, thank you for that expert punditry, I never would have guessed FACupFinal""]"
"",learn,"",8,"[ ""it's the same mistakes all season and we haven't learnt a thing""]"
"",proud,"",8,"[ ""Proud to say my blood runs blue CFC""]"
"",ramire,"",8,"[ ""“@chelseafc: Chelsea goal CFCWembley FACupFinal SL Ramires you beaut!""]"
"",sound,"",8,"[ ""“@Rich_AREPAUK: Have LFC turned up today?"" , ""Get the SCFC spirit and fight if you want to win it!"" , ""it sounds really flat come on reds!""]"
"",spend,"",8,"[ ""this is a genuine question."" , ""Have LFC justified me spending 2000+ on them this season?"" , ""Surprised if you reply.""]"
"",stand,"",8,"[ ""oh just her stood there looking fine."" , ""I can make do without the vocals."" , ""facupfinal""]"
"",be,ORGANIZATION,8,"[ ""We are LFC""]"
PERSON,lose,"",8,"[ ""“@ChelseaActivity: Petr Cech has NEVER lost an FA Cup match."" , ""Incredible."" , ""CFC Chelsea""]"
PERSON,need,"",8,"[ ""wow 2 0 up.!"" , ""but still there is half an hour of the match to go."" , ""Chelsea need to hold strong CFC""]"
"",0,"",7,"[ ""Well done Chelsea, you did England proud."" , ""FACupFinal England 1 0 'scouse'.""]"
"","be coming","",7,"[ ""not looking forward to Kuyt coming on cfc lfc""]"
"","be trying","",7,"[ ""Who saw that leathered girl trying to sing abide with me at the facupfinal""]"
"",buy,"",7,"[ ""thats what 35M buys you, YNWA Carroll""]"
"",cause,"",7,"[ ""hope Suarez scores the winner in the facup final aso Chelsea don't win it and b to laugh at uproar it will cause""]"
"",congratulation,"",7,"[ ""This match has ended."" , ""Now im so sleepy."" , ""Lets sleep if youre sleepy too."" , ""Good night eve and again congratulations to our blues""]"
"",fly,"",7,"[ ""The moment you know you have brought your boy up well when you realise Chelsea flags are flying out the windows proud CFC""]"
"",root,"",7,"[ ""who are you rooting for Shane?"" , ""FACupFinal""]"
"",set,"",7,"[ ""This is set up for Torres to score the clincher and to explode while watching."" , ""FACupFinal""]"
"",shoot,"",7,"[ ""nerves shot, 10 mins to kick off."" , ""Come on the reds!"" , ""Bring home the cup!"" , ""YNWA""]"
"",shout,"",7,"[ ""sorry how coke they can shout right into the reffs face huh whats that about facupfinal""]"
"",vote,"",7,"[ ""“@chelseafc: Juan Mata voted Man of the Match CFCWembley FACupFinal SL""]"
"",will,"",7,"[ ""Zaha will leave cpfc No, he won't.""]"
"",get,DATE,7,"[ ""great goal now get Kuyt zn Maxi on LFC""]"
"",be,NUMBER,7,"[ ""The attendance at today's FACupFinal is 89,102.""]"
PERSON,save,"",7,"[ ""facupfinal FT lfc 1 2 cfc Chelsea win cup for the 4th time in 6 seasons Andy Carroll thought he'd equalized but Cech somehow saved his""]"
PERSON,seem,"",7,"[ ""graham norton seemed to get inside him last night nice way of putting it facup""]"
PERSON,vote,"",7,"[ ""agree with that!"" , ""He contributed a great impact for the reds!"" , ""Juan Mata voted Man of the Match CFCWembley FACupFinal""]"
"","be booing","",6,"[ ""shoutout to all the irish liverpool fans booing the english national anthem FaCupFinal Lfc Cfc""]"
"","be played","",6,"[ ""is dominant at wembley ,played 6 finals won 4""]"
"",blue,"",6,"[ ""Wembley Chelsea's second home Blues all the way One trophy in the cabinet, one more to go Woooohoooo CFC""]"
"",break,"",6,"[ ""“@henrywinter: Terrible news about afc right back has broken his fibula."" , ""Out of the Euros via""]"
"",cheer,"",6,"[ ""LFC lost Who gonna cheer me up?"" , ""Bara obviouslyyy!"" , "":D""]"
"",decide,"",6,"[ ""they really need to get goals decided electronically FAcupfinal""]"
"",find,"",6,"[ ""she's so annoying."" , ""Il live I found a friend in my dad."" , ""Pints for the Chelsea match CFC""]"
"",hit,"",6,"[ ""They're coming on strong now but we cFc are stronger and we'll hit harder again""]"
"",line,"",6,"[ ""what the save FACupFinal no goal ada yang makin setuju goal line technology 82'."" , ""Chelsea 2 1 Liverpool""]"
"",own,"",6,"[ ""They are yea Boo'd there own Fans off the Foield last Tue Nite."" , ""Top Team""]"
"",pay,"",6,"[ ""“@henrywinter: Great rally by lfc in second half, and sub Carroll terrific, but paid for earlier caution."" , ""Better recruits needed."" , ""no shit!""]"
"",pick,"",6,"[ ""ohhh its coming."" , ""Dam this new time my pick 2 2 and pens with Chelsea winning and lifting FACup.""]"
"",prefer,"",6,"[ ""Whatever happens I still cannot stand Chavski,cannot warm to them.I even prefer Man U!"" , ""Forza Liverpool FACup""]"
"",push,"",6,"[ ""Well at least BCFC can say we pushed the eventual FACup winners all the way.""]"
"",rise,"",6,"[ ""Will the players please stand up and rise in the hour of need?"" , ""Its totally disappointing to witness this sorta performance!"" , ""LFC FACupFinal""]"
"",rob,"",6,"[ ""We were so robbed of that goal Defeated yes but still love my boys""]"
"",roll,"",6,"[ ""Thats how we roll""]"
"",tell,"",6,"[ ""WE WILL COME STRONGER NEXT SEASON."" , ""Pls tell that to Captain G YNWA""]"
"",thank,"",6,"[ ""walk on, with hope in your heart, and you'll never walk alone and thank you for tonight L.F.C sampai mati.""]"
"",get,TIME,6,"[ ""Graham norton got inside drogba last night FACup facupinnuendo""]"
LOCATION,be,"",6,"[ ""i can guess frm that cheer that Wembley is full of LFC fans""]"
ORGANIZATION,come,"",6,"[ ""it ent what u deserve though.chelsea were in charge the rest of the match LFC only came alive 15 mins ago 2little2late?""]"
ORGANIZATION,deserve,"",6,"[ ""liverpool so deserved to win, hard luck."" , ""YNWA LFC""]"
ORGANIZATION,play,"",6,"[ ""Well played Liverpool""]"
PERSON,deserve,"",6,"[ ""as a lifelong LFC fan, Chelsea deserved to win and good luck angst Bayern""]"
PERSON,see,"",6,"[ ""“@EASPORTSFIFA: Retweet if you think Chelsea will see this out for the win FACupFinal""]"
PERSON,sing,"",6,"[ ""Why is Kate Middleton singing at Wembley?"" , ""FACupFinal""]"
PERSON,want,"",6,"[ ""Torres wants to be part of the FAcupFinal""]"
"","be defending","",5,"[ ""lfc awake, pull goal back.Carroll drives ball in."" , ""Terrific finish."" , ""Poor defending from Terry.""]"
"","be waiting","",5,"[ ""Reds waiting for the pub to open FACupFinal LFC Vancouver""]"
"",bet,"",5,"[ ""who have you bet on to win then?"" , ""facup xxx""]"
"",blame,"",5,"[ ""Well, that was shit."" , ""And we can't blame the ref."" , ""LFC""]"
"",block,"",5,"[ ""Yes ramires!"" , ""Great block from ivanovic!"" , ""CFC""]"
"",burn,"",5,"[ ""lfc supporters must have burnt themselves out booing the national anthem nonoise""]"
"",clear,"",5,"[ ""facup What a save by Cech."" , ""And Ivanovic, i think he thought it was in, and cleared the ball away in frustration."" , ""bbcfootball""]"
"",continue,"",5,"[ ""Video line technology, the argument continues!"" , ""cfc FACupFinal""]"
"",cost,"",5,"[ ""poor 1st half has cost us massively here LFC FACupFinal""]"
"",count,"",5,"[ ""You never count LFC out in a final until their 3 0 down ."" , ""Erm actually facupfinal""]"
"",dislike,"",5,"[ ""really dislikes Liverpool so I'm backing RDM's Chelsea FAcup""]"
"",dress,"",5,"[ ""sorry but that minging belt is proper ruining that opera womans dress FAcup""]"
"",fight,"",5,"[ ""Yup next season Proud to loose like this."" , ""REDS fought much better in the 2nd Half."" , ""YNWA FACup""]"
"",focus,"",5,"[ ""Why do they not focus more on those hot ladies?"" , ""FACupFinal""]"
"",inspect,"",5,"[ ""The Chelsea coach has just pulled up, unloaded and coach Steve Holland is out inspecting the pitch."" , ""CFCWembley FACupFinal""]"
"",involve,"",5,"[ ""Oo how I wish Arsenal was involved FACupFinal""]"
"",not,"",5,"[ ""Tv saying to me definitely NOT a goal."" , ""CFC.""]"
"",owe,"",5,"[ ""Yeah."" , ""He owes LFC""]"
"",predict,"",5,"[ ""“@WarrenHaughton: I did say 3 1."" , ""Still on."" , ""Good finish from Carroll."" , ""lfc I think so too."" , ""I predict Torres for the 3rd.""]"
"",ready,"",5,"[ ""Pre drinks ready for to smash cfc""]"
"",remain,"",5,"[ ""we remain the best.hala chelsea""]"
"",send,"",5,"[ ""UPDATE!"" , ""That's eight goals in nine starts at Wembley for Drogba."" , ""CHANGE!"" , ""Dalglish sends on Carroll for Spearing."" , ""cfc 2 l .""]"
"",sort,"",5,"[ ""These tactics at the moment is a joke!"" , ""Suarez aint done nothing!"" , ""Cmon Kenny sort it!"" , ""LFC""]"
"",spear,"",5,"[ ""“@murf025: Get Jay spearing off FACupFinal Enrique septic as well""]"
"",switch,"",5,"[ ""switches on xbox fuck the facupfinal""]"
"",teach,"",5,"[ ""You can't teach this!"" , ""2 0."" , ""cfc northernmonkeys.""]"
"",u,"",5,"[ ""common boys.u av tried but need to fight to d end, u better than dem all""]"
"",understand,"",5,"[ ""why I watch football I do not know, I don't even understand the sport FACup""]"
"",waste,"",5,"[ ""that girl was definitely wasted FACup""]"
"",wonder,"",5,"[ ""tweetsfrom1986 What a disappointing half from Liverpool in the FA Cup final Kenny will have to work wonders lfc notoveryet""]"
"",yeah,"",5,"[ ""yeah gooooaaalllllllllllll c'mon reds LFC""]"
"",do,ORGANIZATION,5,"[ ""don't really care about football all too much."" , ""or at all, but i'll watch the FACupFinal, let's do it Liverpool!""]"
"",go,ORGANIZATION,5,"[ ""Ready for the game!"" , ""Let's go Liverpool!"" , ""popular clubsocial football facupfinal soccer sports reds""]"
"",hate,PERSON,5,"[ ""Looking forward to the FACupFinal this arvo, cheering for Liverpool because I hate Chelsea!""]"
"",love,PERSON,5,"[ ""great win!"" , ""We love you Chelsea!"" , ""CFC""]"
NUMBER,be,"",5,"[ ""Spirited second half performance, fans superb at the end singing YNWA."" , ""We win as one, we lose as one that's what mak .""]"
PERSON,beat,"",5,"[ ""So SO happy that Chelsea beat the scoucers in the FAcup yesssss boys!""]"
PERSON,change,"",5,"[ ""That's much better Liverpool!"" , ""Andy has changed the game!"" , ""Cmon you redmen!"" , ""believe LFC""]"
PERSON,lift,"",5,"[ ""“@Umar_Corleone: Calm down and watch Chelsea lift their first trophy Cfc@Masuud1234""]"
PERSON,win,DATE,5,"[ ""Stfu Di Matteo has now won the FA Cup as a player and as a manager."" , ""cfc""]"
"",abide,"",4,"[ ""She can abide with me anytime."" , ""FACup""]"
"",about,"",4,"[ ""The game is about to start!"" , ""CFCWembley""]"
"",b,"",4,"[ ""we love u king kenny and we love our clubliverpool and d players we hav.we'll always b behind u no matter d circumstanced.""]"
"","be claiming","",4,"[ ""they just cant move on Carroll header is saved on the line by super Cech but Liverpool claiming it went over."" , ""CFCWembley FACu""]"
"","be fucking","",4,"[ ""QuoteOfTheDay Chiles, Townsend, Fowler and Wise couldn't think of 4 worse people!"" , ""Itv1 fucking joke!"" , ""Get the FACup back on BBC1""]"
"","be getting","",4,"[ ""Sorry, gotta go!"" , ""It's kickoff at FACupFinal Chelsea v Liverpool getting into MY chair.""]"
"","be got","",4,"[ ""When is Kenny going to see the error in his selection, got to change things!"" , ""facup""]"
"","be lifting","",4,"[ ""have you got a photo of chelsea lifting up the trophy?""]"
"","be playing","",4,"[ ""Wtf is ESPN playing at with Martin Keown and some subutio board!"" , ""facupfinal""]"
"",bother,"",4,"[ ""wish I had not bothered watching multi millionaire Russo petro mercenaries against mediocre mid table nobodies zzz FACupFinal""]"
"","c'mon","",4,"[ ""Reds out singing the blues!"" , ""C'mon you reds lfc FACupFinal""]"
"",cech,"",4,"[ ""Who needs goal line technology when you have Cech in goal cfc""]"
"",champion,"",4,"[ ""It's a Blue Day!"" , ""are FACupFinal Champions again!"" , ""CFC""]"
"",close,"",4,"[ ""such a close game ."" , ""facupfinal""]"
"",create,"",4,"[ ""We're creating our own history!"" , ""4in6years""]"
"",cry,"",4,"[ ""Will cry if don't do the business."" , ""Really.""]"
